id;autor;titulo;jornal;volume;paginas;ano;evento;endereco;note;venue;editor;tipo;instituicao;mes
1514; Utgoff, P. E. ;NULL;NULL;35;NULL; 1986. ; Kluwer Academic Publishers, ;NULL;NULL; Machine Learning of Inductive Bias. ;NULL;NULL;NULL;NULL
1515; Utgoff, P. E. ;NULL;NULL;35;NULL; 1986. ; Kluwer Academic Publishers, ;NULL;NULL; Machine Learning of Inductive Bias. ;NULL;NULL;NULL;NULL
1516; Utgoff, P. E. ;NULL;NULL;35;NULL;NULL; Kluwer Academic Publishers, ;NULL;NULL; Machine Learning of Inductive Bias. ;NULL;NULL;NULL;NULL
1517; Utgoff, P. ;NULL;NULL; Vol15 ;NULL;1986; Kluwer Academic. ;NULL; Kluwer International Series in Engineering and Computer Science, ; Machine Learning of Inductive Bias. ;NULL;NULL;NULL;NULL
1518; P.E. Utgoff. ;NULL;NULL;NULL;NULL; 1986. ; Kluwer Academic Publishers, ;NULL;NULL; Machine Learning of Inductive Bias. ;NULL;NULL;NULL;NULL
1519; Paul E. Utgoff, ;NULL;NULL;NULL;NULL; 1986. ; Kluwer Academc Publisher, ; Boston, MA, ;NULL;" ""Machine Learning of Inductive Bias"" ";NULL;NULL;NULL;NULL
1520; Paul E. Utgoff, ;NULL;NULL;NULL;NULL; 1986. ; Kluwer Academc Publisher, ; Boston, MA, ;NULL;" ""Machine Learning of Inductive Bias"" ";NULL;NULL;NULL;NULL
1521; Utgoff, P. E., ;NULL;NULL;NULL;NULL; 1986. ; Kluwer Academic, ; Boston MA, ;NULL; Machine Learning of Inductive Bias. ;NULL;NULL;NULL;NULL
1522; P.E. Utgoff. ; Shift of bias for inductive concept-learning. ;NULL;NULL; pages 107-148 ; 1986. ; Morgan Kaufmann, ;NULL; This article was processed using the L a T E X macro package with LLNCS style ; Machine Learning: an artificial intelligence approach ; In R.S Michalski, J.G. Carbonell, and T.M. Mitchell, editors, ;NULL;NULL;NULL
1523; Utgoff, P., ;" ""Shift of Bias for Inductive Learning,"", ";NULL; Vol II ; pp 107-148 ; 1986. ; Morgan Kaufman, ; Los Altos, CA, ;NULL; in Machine Learning:  An Artificial Intelligence Approach; R. Michalski, J. Carbonell, and T. Mitchell (eds.), ;NULL;NULL;NULL
1524; Utgoff, P., ;" ""Shift of Bias for Inductive Learning,"", ";NULL; Vol II; pp 107-148 ; 1986. ; Morgan Kaufman, ; Los Altos, CA, ;NULL; in Machine Learning: An Artificial Intelligence Approach ; R. Michalski, J. Carbonell, and T. Mitchell (eds.), ;NULL;NULL;NULL
1525; Utgoff, P. ; Shift of bias for inductive concept learning. ;NULL;NULL; pages 107-148 ;1986; Morgan Kaufman. ;NULL;NULL; Machine Learning II ; In Michalski, R., Carbonell, J., and Mitchell, T., editors, ;NULL;NULL;NULL
1526; Utgoff, P. ; Shift of bias for inductive concept learning. ;NULL;NULL; pages 107-148 ;1986; Morgan Kaufman. ;NULL;NULL; Machine Learning II ; In Michalski, R., Carbonell, J., and Mitchell, T., editors, ;NULL;NULL;NULL
1527; Utgoff, P. ; Shift of bias for inductive concept learning. ;NULL;NULL; pages 107-148 ;1986; Morgan Kaufman. ;NULL;NULL; Machine Learning II ; In Michalski, R., Carbonell, J., and Mitchell, T., editors, ;NULL;NULL;NULL
1528; Utgoff, P. ; Shift of bias for inductive concept learning. ;NULL;NULL; pages 107-148 ;1986; Morgan Kaufman. ;NULL;NULL; Machine Learning II ; In Michalski, R., Carbonell, J., and Mitchell, T., editors, ;NULL;NULL;NULL
1529; P. Utgoff, ;" ""Shift of Bias for Inductive Learning,"", ";NULL; Vol II ; pp 107-148 ; 1986. ; Morgan Kaufman, ; Los Altos, CA, ;NULL; in Machine Learning: An Artificial Intelligence Approach ; R. Michalski, J. Carbonell, and T. Mitchell (eds.), ;NULL;NULL;NULL
1530; P. Utgoff, ;" ""Shift of Bias for Inductive Learning,"", ";NULL;Vol II ; pp 107-148 ; 1986. ; Morgan Kaufman, ; Los Altos, CA, ;NULL; in Machine Learning: An Artificial Intelligence Approach ; R. Michalski, J. Carbonell, and T. Mitchell (eds.), ;NULL;NULL;NULL
1531; Utgoff, P. ;" ""Shift of Bias For Inductive Concept Learning"", ";NULL; Vol II ;pp107-148 ;1985; Morgan Kaufmann), ; Los Altos, CA: ;NULL; Machine Learning: An AI Approach ; Eds) in Michalski R., Carbonell J. & Mitchell T.( ;NULL;NULL;NULL
1532; Utgoff, P. ; Shift of bias for inductive concept learning. ;NULL; Vol II ; pp 107-148 ;1986; Morgan Kaufman. ;NULL;NULL; Machine Learning: An Artificial Intelligence Approach; In Michalski, R. S., Carbonell, J. G., & Mitchell, T. M. (Eds.), ;NULL;NULL;NULL
1533; Utgoff, P. ; Shift of bias for inductive concept learning. ;NULL; Vol II ; pp 107-148 ;1986; Morgan Kaufman. ;NULL;NULL; Machine Learning: An Artificial Intelligence Approach; In Michalski, R. S., Carbonell, J. G., & Mitchell, T. M. (Eds.), ;NULL;NULL;NULL
1534; Utgoff, P. ; Shift of bias for inductive concept learning. ;NULL; volume 2 ; pages 163-190 ;1986; Morgan Kaufmann, ; Los Altos, CA. ;NULL; Machine Learning ; In Michalski, R., Carbonell, J., and Mitchell, T., editors, ;NULL;NULL;NULL
1535; Utgoff, P. ; Shift of bias for inductive concept learning. ;NULL; volume 2 ; pages 163-190 ;1986; Morgan Kaufmann, ; Los Altos, CA. ;NULL; Machine Learning ; In Michalski, R., Carbonell, J., and Mitchell, T., editors, ;NULL;NULL;NULL
1536; Utgoff, P. ; Shift of bias for inductive concept learning. ;NULL; volume 2 ; pages 163-190 ;1986; Morgan Kaufmann, ; Los Altos, CA. ;NULL; Machine Learning ; In Michalski, R., Carbonell, J., and Mitchell, T., editors, ;NULL;NULL;NULL
1537; Utgoff, P. ; Shift of bias for inductive concept learning.;NULL; volume 2 ;NULL;1986; Morgan Kaufmann, ; Los Altos, CA. ;NULL; In Machine Learning;NULL;NULL;NULL;NULL
1538; Utgoff, P. ; Shift of bias for inductive concept learning.;NULL; volume 2 ;NULL;1986; Morgan Kaufmann, ; Los Altos, CA. ;NULL; In Machine Learning;NULL;NULL;NULL;NULL
1539; Utgoff, P. ; Shift of bias for inductive concept learning. ;NULL; volume 2 ;NULL;1986; Morgan Kaufmann, ; Los Altos, CA. ;NULL;NULL;NULL;NULL;NULL;NULL
1540; Utgoff, P. ; Shift of bias for inductive concept learning.;NULL; volume 2 ;NULL;1986; Morgan Kaufmann, ; Los Altos, CA. ;NULL;NULL;NULL;NULL;NULL;NULL
1541; Utgoff, P. ; Shift of bias for inductive concept learning.;NULL; volume 2 ;NULL;1986; Morgan Kaufmann, ; Los Altos, CA. ;NULL; In Machine Learning;NULL;NULL;NULL;NULL
1542; Utgoff, P. ; Shift of bias for inductive concept learning.;NULL;volume 2 ;NULL;1986; Morgan Kauf-mann. ; Los Altos, CA: ;NULL; Machine Learning: An Artificial Intelligence Approach ;NULL;NULL;NULL;NULL
1543; Utgoff, P. ; Shift of bias for inductive concept learning. ;NULL;NULL; 107-148 ; 1986. ; Morgan Kaufmann: ; Los Altos, CA. ;NULL;Machine Learning: An Artificial Intelligence Approach II. ;" editors In Michalski, R.; Carbonell, J.; and Mitchell, T., ";NULL;NULL;NULL
1544; Utgoff, P. E. ; Shift of Bias for Inductive Concept Learning. ;NULL;NULL;NULL;1986;NULL;NULL;NULL; Machine learning. ; In R. S. Michalski, J. G. Carbonell, & T. ;NULL;NULL;NULL
1545; Utgoff, P. E. ; Shift of bias for inductive concept learning. ;NULL;NULL;NULL;1986; Morgan Kaufmann. ; San Mateo, CA: ;NULL; Machine learning: An artificial intelligence approach. ; In Michalski, Carbonell & Mitchell (Eds.), ;NULL;NULL;NULL
1546; Utgoff, P. E. ; Shift of bias for inductive concept learning. ;NULL;NULL;NULL;1986; Morgan Kaufmann. ; San Mateo, CA: ;NULL; Machine learning: An artificial intelligence approach. ; In Michalski, Carbonell & Mitchell (Eds.), ;NULL;NULL;NULL
1547; Utgoff, P. E. ; Shift of bias for inductive concept learning. ; Machine Learning, ; Vol 2 chap 5 ; pp 107-148 ;1986; Morgan Kaufmann. ; San Mateo, CA: ;NULL;NULL; In Michalski, Carbonell, & Mitchell (Eds.), ;NULL;NULL;NULL
1548; Utgoff, P. E. ; Shift of bias for inductive concept learning. ; Machine Learning, ; Vol2 chap 5 ; pp 107-148 ;1986; Morgan Kaufmann. ; San Mateo, CA: ;NULL;NULL; In Michalski, Carbonell, & Mitchell (Eds.), ;NULL;NULL;NULL
1549; Utgoff, P. E. ; Shift of bias for inductive concept learning. ;NULL; Vol II ; pp 107-148 ;1986; Morgan Kaufmann, ; Los Altos, CA. ;NULL; Machine Learning: An Artificial Intelligence Approach; In Michalski, R., Carbonell, J., & Mitchell, T. (Eds.), ;NULL;NULL;NULL
1550; Utgoff, P. E. ; Shift of bias for inductive concept learning. ;NULL; Vol II ; pp 107-148 ;1986; Morgan Kaufmann, ; Los Altos, CA. ;NULL; Machine Learning: An Artificial Intelligence Approach; In Michalski, R., Carbonell, J., & Mitchell, T. (Eds.), ;NULL;NULL;NULL
1551; Utgoff, P. E. ; Shift of bias for inductive concept learning. ;NULL; Vol II ; pp 107-148 ;1986; Morgan Kaufmann, ; Los Altos, CA. ;NULL;NULL; In Michalski, R., Carbonell, J., & Mitchell, T. (Eds.), ;NULL;NULL;NULL
1552; Utgoff, P. E. ; Shift of Bias for Inductive Concept Learning. ;NULL;NULL;NULL; 1986. ;NULL;NULL;NULL;NULL; In R. S. Michalski, J. G. ;NULL;NULL;NULL
1553; Utgoff, P. E., ; Shift of Bias for Inductive Concept Learning. ;NULL;Volume II;NULL; 1986. ;NULL;NULL;NULL; In Machine Learning:  An Artificial Intelligence Approach: ; eds R. ;NULL;NULL;NULL
1554; Utgoff, P. E., ; Shift of Bias for Inductive Concept Learning. ;NULL; Volume II;NULL; 1986. ;NULL;NULL;NULL; In Machine Learning: An Artificial Intelligence Approach: ; eds R. ;NULL;NULL;NULL
1555; Utgoff, P., ; Shift of Bias for Inductive Concept Learning, ;NULL; Vol II ;NULL;NULL; Morgan Kaufmann Publishers, ;NULL;NULL; in Machine Learning:  An Artificial Intelligence Approach; Michalski, R.S., Carbonell, J.G., and Mitchell, T. M. (Eds.), ;NULL;NULL;NULL
1556; Utgoff, P.E. ; Shift of bias for inductive concept learning. ;NULL;NULL;NULL;1986;NULL;NULL;NULL;NULL; In J.G.  Carbonell, R.S.  ;NULL;NULL;NULL
1557; Utgoff, P.E., ; Shift of Bias for Inductive Learning, ;NULL;Vol II ;NULL; 1986. ; Morgan Kaufmann, ; Los Altos, CA, ;NULL; Machine Learning: An Artificial Intelligence Approach ; J.G. Carbonell and T.M. Mitchell (Eds.) R.S. Michalski (Eds.), ;NULL;NULL;NULL
1558; Utgoff, Paul E. ; Shift of Bias for Inductive Concept Learning. ;NULL;NULL;NULL;1986;NULL;NULL;NULL;NULL; In R. T. Michalski, J. Carbonell, ;NULL;NULL;NULL
1559; P.E. Utgoff. ; Shift of bias for inductive concept learning. ;NULL;Volume II ;NULL; 1986. ; Morgan Kaufmann, ;NULL;NULL; Machine Learning: An Artificial Intelligence Approach ; In R.S. Michalski, J.G. Carbonell, and T.M. Mitchell, editors, ;NULL;NULL;NULL
1560; P.E. Utgoff. ; Shift of bias for inductive concept learning. ;NULL; Volume II ;NULL; 1986. ; Morgan Kaufmann, ;NULL;NULL; Machine Learning: An Artificial Intelligence Approach; In R.S. Michalski, J.G. Carbonell, and T.M. Mitchell, editors, ;NULL;NULL;NULL
1561; P.E. Utgoff. ; Shift of bias for inductive concept learning. ;NULL;Volume II ;NULL; 1986. ; Morgan Kaufmann, ;NULL;NULL; Machine Learning: An Artificial Intelligence Approach ;  In R.S. Michalski, J.G. Carbonell, and T.M. Mitchell, editors, ;NULL;NULL;NULL
1562; Utgoff, P. E. ; Shift of bias of induc tive concept learning. ;NULL;Vol II ; 107-148 ; 1986. ; Morgan Kaufmann Publishers. ;NULL;NULL; Machine Learning: An Artificial Intelligence Approach ;" In Michalski, R.S.; Carbonell, J.G.; and T.M., Mitchell, ";NULL;NULL;NULL
1563; Utgoff, P. E. ; Shift of bias of inductive concept learning. ;NULL;Vol II ; 107-148 ; 1986. ; Morgan Kaufmann Publishers. ;NULL;NULL; Machine Learning: An Artificial Intelligence Approach ;" In Michalski, R.S.; Carbonell, J.G.; and T.M.,  Mitchell, ";NULL;NULL;NULL
1564; Utgoff, P. E. ; Shift of bias of inductive concept learning. ;NULL; Vol II ; 107-148 ; 1986. ; Morgan Kaufmann Publishers. ;NULL;NULL; Machine Learning: An Artificial Intelligence Approach;" In Michalski, R.S.; Carbonell, J.G.; and T.M., Mitchell, ";NULL;NULL;NULL
1565; Utgoff, P. E. ; Shift of bias of inductive concept learning. ;NULL; Vol II ; 107-148 ; 1986. ; Morgan Kaufmann Publishers. ;NULL;NULL; Machine Learning: An Artificial Intelligence Approach;" In Michalski, R.S.; Carbonell, J.G.; and T.M., Mitchell, ";NULL;NULL;NULL
1566; Utgoff, P. E. ; Shift of bias of inductive concept learning. ;NULL; Vol II ; 107-148 ; 1986. ; Morgan Kaufmann Publishers. ;NULL;NULL; Machine Learning: An Artificial Intelligence Approach;" In Michalski, R.S.; Carbonell, J.G.; and T.M., Mitchell, ";NULL;NULL;NULL
1567; P. E. Utgoff. ; Shift of bias for Inductive Concept Learning.;NULL; II ;NULL; 1986. ; Morgan Kaufman, ;NULL;NULL; In Machine learning;NULL;NULL;NULL;NULL
1568; P. Utgoff, ; Shift of bias for inductive concept learning, ;NULL;NULL; 107-149 ;1986;NULL; Palo Alto (CA), ;NULL; Machine Learning: An Artificial Intelligence Approach 2 (Springer-Verlag ; in: R.S. Mickalski, J.G. Carbonell and T.M. Mitchell, eds., ;NULL;NULL;NULL
1569; P. Utgoff, ; Shift of bias for inductive concept learning,. ;NULL;NULL; 107-149 ;1986;NULL; Palo Alto (CA), ;NULL; Machine Learning: An Artificial Intelligence Approach 2 (Springer-Verlag ; in: R.S. Mickalski, J.G Carbonell and T.M. Mitchell, eds., ;NULL;NULL;NULL
1570; P. Utgoff. ; Shift of bias for inductive concept learning. ;NULL; volume III ;NULL; 1986. ; Morgan Kaufmann, ; San Mateo, CA, USA, ;NULL;In Machine Learning:  An Artificial Intelligence Approach;NULL;NULL;NULL;NULL
1571; Utgoff, P. ; Shift of bias for inductive concept learning. ;NULL;Vol II ;(pp 107-148 ;1986; Morgan Kaufmann. ; Los Altos: ;NULL; Machine Learning: An Artificial Intelligence Approach: ; In R. Michal ski, J. Carbonell and T. Mitchell (Eds.), ;NULL;NULL;NULL
1572; P. E. Utgoff. ; Shift of bias for inductive concept learning. ;NULL;10; pages 107-148 ;1986. ; Morgan Kaufmann. ; Los Altos, CA, ;NULL; Machine Learning: An Artificial Intelligence Approach ; In R. S. Michalski, J. G. Carbonell, and T. M. Mitchell, editors, ;NULL;NULL;NULL
1573; P. Utgoff. ; Shift of bias for inductive concept learning. ;NULL;volume 2 ;NULL; 1986. ; Morgan Kaufmann, ; Los Altos, CA, ;NULL;In Machine Learning;NULL;NULL;NULL;NULL
1574; P. Utgoff. ; Shift of bias for inductive concept learning. ; Machine Learning, ; volume 2 ; pages 163-190 ; 1986. ; Morgan Kauf-mann, ; Los Altos, CA, ;NULL;NULL; In R. Michalski, J. Carbonell, and T. Mitchell, editors, ;NULL;NULL;NULL
1648; Utgoff, P. E. ; Incremental induction of decision trees.; Machine Learning,;4; 161-186 ;1989;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1649; Utgoff, P. E. ; Incremental induction of decision trees.; Machine Learning,;4; 161-186 ;1989;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1650; Utgoff, P. E. ; Perceptron trees: A case study in hybrid concept representa tions. ; Connection Science, ;1; 377-391 ;1989;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1651; Utgoff, P. E. ; Incremental induction of decision trees. ; Machine Learning, ;4; 161-186 ; 1989a ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1652; Utgoff, P. E. ; Incremental induction of decision trees. ; Machine Learning, ;4; 161-186 ; 1989a ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1653; Utgoff, P. E. ; Incremental induction of decision trees. ; Machine Learning, ;4; 161-186 ; 1989b ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1654; Utgoff, P. E. ; Incremental induction of decision trees. ; Machine Learning, ;4; 161-186 ; 1989b ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1655; Utgoff, P. E. ; Incremental induction of decision trees. ;NULL;4; 161-186 ; 1989. ;NULL;NULL;NULL; Machine Learning;NULL;NULL;NULL;NULL
1656; Utgoff, P. E. ; Incremental induction of decision trees. ;NULL;4; 161-186 ; 1989. ;NULL;NULL;NULL; Machine Learning;NULL;NULL;NULL;NULL
1657; Utgoff, P. E. ; Incremental induction of decision trees. ;NULL;4(2) ; 161-186 ; 1989. ;NULL;NULL;NULL; Machine Learning ;NULL;NULL;NULL;NULL
1658; Utgoff, P., ; Incremental Induction of Decision Trees. ;NULL;NULL; 161-186 ; 1989. ;NULL;NULL;NULL; Machine Learning 4 ;NULL;NULL;NULL;NULL
1659; Utgoff, P.E. ; (1989) Incremental induction of decision trees. ;NULL;4(2) ; pp 161-186 ;NULL;NULL;NULL;NULL; Machine Learning ;NULL;NULL;NULL;NULL
1660; Utgoff, P.E. ; Incremental induction of decision trees. ; Machine Learning; 4: ; 161-186 ;1989;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1661; Utgoff, P.E. ; Incremental Decision Tress. Machine Learning, ;NULL;NULL;NULL;1989;NULL;NULL;NULL;NULL;NULL; vol.4, ; pp.161-186. ;NULL
1662; Utgoff, P.E. ; Incremental induction of decision trees. ; Machine Learning ;4(2) ; 161-186 ; 1989. ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1663; P. E. Utgoff. ; Perceptron trees: A case study in hybrid concept representations. ; Connection Science, ;1; 377-391 ; 1989. ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1664; P. E. Utgoff. ; Perceptron trees: A case study in hybrid concept representations. ; Connection Science, ;1; 377-391 ; 1989. ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1665; P. Utgoff. ; Incremental induction of decision trees. ; Machine Learning, ; 4(2) ; 161-186 ; 1989. ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1666; P. Utgoff. ; Incremental induction of decision trees. ; Machine Learning, ; 4(2) ; 161-186 ; 1989. ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1667; P.E. Utgoff. ; Incremental induction of decision trees. ; Machine Learning, ;(4):;161-186 ;1989. ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1668; P.E. Utgoff. ; Incremental induction of decision trees. ; Machine Learning, ; 4(2) ; 161-186 ; 1989. ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1669; Utgoff, P. ; Incremental induction of decision trees. ; Machine Learning, ;4; 161-186 ; 1989. ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1670; Utgoff, P. ; Incremental induction of decision trees. ; Machine Learning, ;4; 161-186 ; 1989. ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1671; Utgoff, P. ; Incremental induction of decision trees. ; Machine Learning, ;4; 161-186 ; 1989. ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1672; P. E. Utgoff. ; Incremental induction of decision trees. ; Machine Learning, ;4;NULL; 1989. ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1673; P.E. Utgoff. ; Incremental induction of decision trees. ; Machine Learning, ; (4):;161-186; 1989. ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1674; Paul E. Utgoff. ; Incremental induction of decision trees. ; Machine Learning, ;4; 161-186 ; 1989. ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1675; Paul E. Utgoff. ; Incremental induction of decision trees. ; Machine Learning, ;4; 161-186 ; 1989. ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1676; Paul E. Utgoff. ; Incremental induction of decision trees. ; Machine Learning, ;4; 161-186 ; 1989. ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1677; Paul E. Utgoff. ; Incremental induction of decision trees. ; Machine Learning, ;4; 161-186 ; 1989. ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1678; Paul E. Utgoff. ; Incremental induction of decision trees. ; Machine Learning, ;4; 161-186 ; 1989. ;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
